UNITID,INSTNM,CIPDESC,Avg_Student_Debt,Earnings_1Yr
407629.0,Lake Erie College of Osteopathic Medicine,Public Health.,,114823.0
407629.0,Lake Erie College of Osteopathic Medicine,Bioethics/Medical Ethics.,,
409254.0,Erikson Institute,"Teacher Education and Professional Development, Specific Levels and Methods.",,
409254.0,Erikson Institute,"Human Development, Family Studies, and Related Services.",,42469.0
409254.0,Erikson Institute,Social Work.,,46056.0
409616.0,Roger Williams University School of Law,"Legal Professions and Studies, Other.",,
414823.0,Johnson & Wales University-North Miami,"Business Administration, Management and Operations.",,50690.0
414823.0,Johnson & Wales University-North Miami,Finance and Financial Management Services.,,
414878.0,Trine University-Regional/Non-Traditional Campuses,Information Science/Studies.,,
414878.0,Trine University-Regional/Non-Traditional Campuses,Engineering-Related Fields.,,
414878.0,Trine University-Regional/Non-Traditional Campuses,Criminal Justice and Corrections.,,42689.0
414878.0,Trine University-Regional/Non-Traditional Campuses,"Business Administration, Management and Operations.",,59821.0
414966.0,Phillips Theological Seminary,Theological and Ministerial Studies.,,42438.0
418126.0,New York College of Health Professions,Alternative and Complementary Medicine and Medical Systems.,,
420705.0,Bakke Graduate University,Pastoral Counseling and Specialized Ministries.,,
420705.0,Bakke Graduate University,"Business Administration, Management and Operations.",,
420705.0,Bakke Graduate University,Entrepreneurial and Small Business Operations.,,
423643.0,Midwestern University-Glendale,"Biology, General.",,22085.0
423643.0,Midwestern University-Glendale,"Clinical, Counseling and Applied Psychology.",,
423643.0,Midwestern University-Glendale,Communication Disorders Sciences and Services.,,57079.0
423643.0,Midwestern University-Glendale,"Allied Health Diagnostic, Intervention, and Treatment Professions.",,108459.0
423643.0,Midwestern University-Glendale,Rehabilitation and Therapeutic Professions.,,69125.0
423643.0,Midwestern University-Glendale,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",,163701.0
426314.0,Embry-Riddle Aeronautical University-Worldwide,"Aerospace, Aeronautical and Astronautical Engineering.",,
426314.0,Embry-Riddle Aeronautical University-Worldwide,Systems Engineering.,,101436.0
426314.0,Embry-Riddle Aeronautical University-Worldwide,Quality Control and Safety Technologies/Technicians.,,73610.0
426314.0,Embry-Riddle Aeronautical University-Worldwide,Sustainability Studies.,,
426314.0,Embry-Riddle Aeronautical University-Worldwide,"Clinical, Counseling and Applied Psychology.",,67708.0
426314.0,Embry-Riddle Aeronautical University-Worldwide,Homeland Security.,,
426314.0,Embry-Riddle Aeronautical University-Worldwide,Vehicle Maintenance and Repair Technologies.,,
426314.0,Embry-Riddle Aeronautical University-Worldwide,Air Transportation.,,78896.0
426314.0,Embry-Riddle Aeronautical University-Worldwide,"Business Administration, Management and Operations.",,77654.0
426314.0,Embry-Riddle Aeronautical University-Worldwide,Entrepreneurial and Small Business Operations.,,
426314.0,Embry-Riddle Aeronautical University-Worldwide,Management Information Systems and Services.,,71289.0
428259.0,Ottawa University-Milwaukee,Curriculum and Instruction.,,
428259.0,Ottawa University-Milwaukee,Educational Administration and Supervision.,,
428259.0,Ottawa University-Milwaukee,"Clinical, Counseling and Applied Psychology.",,50439.0
428259.0,Ottawa University-Milwaukee,"Business Administration, Management and Operations.",,76940.0
428259.0,Ottawa University-Milwaukee,Human Resources Management and Services.,,
430670.0,San Juan Bautista School of Medicine,Public Health.,,24142.0
432348.0,Appalachian School of Law,Legal Research and Advanced Professional Studies.,,
432348.0,Appalachian School of Law,"Legal Professions and Studies, Other.",,
433387.0,Western Governors University,"Computer and Information Sciences, General.",,
433387.0,Western Governors University,Computer Software and Media Applications.,,93276.0
433387.0,Western Governors University,Computer/Information Technology Administration and Management.,,99943.0
433387.0,Western Governors University,"Education, General.",,45124.0
433387.0,Western Governors University,Curriculum and Instruction.,,54990.0
433387.0,Western Governors University,Educational Administration and Supervision.,,63693.0
433387.0,Western Governors University,Educational/Instructional Media Design.,,56253.0
433387.0,Western Governors University,"Educational Assessment, Evaluation, and Research.",,
433387.0,Western Governors University,Special Education and Teaching.,,51672.0
433387.0,Western Governors University,"Teacher Education and Professional Development, Specific Levels and Methods.",,
433387.0,Western Governors University,"Teacher Education and Professional Development, Specific Subject Areas.",,51475.0
433387.0,Western Governors University,Teaching English or French as a Second or Foreign Language.,,53771.0
433387.0,Western Governors University,Health and Medical Administrative Services.,,89288.0
433387.0,Western Governors University,Medical Illustration and Informatics.,,
433387.0,Western Governors University,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",,87245.0
433387.0,Western Governors University,"Business Administration, Management and Operations.",,72423.0
433387.0,Western Governors University,Accounting and Related Services.,,62106.0
433387.0,Western Governors University,Entrepreneurial and Small Business Operations.,,
433387.0,Western Governors University,Management Information Systems and Services.,,87608.0
433536.0,Herzing University-New Orleans,"Business Administration, Management and Operations.",,51303.0
436614.0,International Baptist College and Seminary,"Teacher Education and Professional Development, Specific Levels and Methods.",,
436614.0,International Baptist College and Seminary,Theological and Ministerial Studies.,,
436614.0,International Baptist College and Seminary,"Theology and Religious Vocations, Other.",,
438151.0,Stevens-Henager College,"Computer and Information Sciences, General.",,59762.0
438151.0,Stevens-Henager College,Public Health.,,
438151.0,Stevens-Henager College,"Business Administration, Management and Operations.",,50191.0
439288.0,Johnson & Wales University-Denver,"Business Administration, Management and Operations.",,50690.0
439288.0,Johnson & Wales University-Denver,Human Resources Management and Services.,,52480.0
439446.0,Atlantic Institute of Oriental Medicine,Alternative and Complementary Medicine and Medical Systems.,,16371.0
439701.0,The King's University,Theological and Ministerial Studies.,,45697.0
439701.0,The King's University,Mental and Social Health Services and Allied Professions.,,
439783.0,New York College of Traditional Chinese Medicine,Alternative and Complementary Medicine and Medical Systems.,,48935.0
439817.0,Northeastern Seminary,Theological and Ministerial Studies.,,46741.0
439862.0,Pacific Islands University,Bible/Biblical Studies.,,
439914.0,Seattle Institute of East Asian Medicine,Alternative and Complementary Medicine and Medical Systems.,,
439914.0,Seattle Institute of East Asian Medicine,Somatic Bodywork and Related Therapeutic Services.,,
440031.0,Keck Graduate Institute,Biomedical/Medical Engineering.,,96393.0
440031.0,Keck Graduate Institute,"Liberal Arts and Sciences, General Studies and Humanities.",,
440031.0,Keck Graduate Institute,Biological and Physical Sciences.,,69968.0
440031.0,Keck Graduate Institute,Health/Medical Preparatory Programs.,,15009.0
440031.0,Keck Graduate Institute,"Pharmacy, Pharmaceutical Sciences, and Administration.",,84619.0
440396.0,New Saint Andrews College,"Education, General.",,
440396.0,New Saint Andrews College,Theological and Ministerial Studies.,,
440794.0,Pillar College,"Clinical, Counseling and Applied Psychology.",,
441104.0,Richmont Graduate University,Theological and Ministerial Studies.,,
441104.0,Richmont Graduate University,"Clinical, Counseling and Applied Psychology.",,
441104.0,Richmont Graduate University,Mental and Social Health Services and Allied Professions.,,31222.0
441131.0,The Seattle School of Theology & Psychology,Theological and Ministerial Studies.,,33158.0
441131.0,The Seattle School of Theology & Psychology,"Theology and Religious Vocations, Other.",,
441131.0,The Seattle School of Theology & Psychology,"Clinical, Counseling and Applied Psychology.",,40889.0
441238.0,Irell & Manella Graduate School of Biological Sciences at City of Hope,"Biology, General.",,
441690.0,Universidad Pentecostal Mizpa,Pastoral Counseling and Specialized Ministries.,,
442064.0,Won Institute of Graduate Studies,Religion/Religious Studies.,,
442064.0,Won Institute of Graduate Studies,Pastoral Counseling and Specialized Ministries.,,
442064.0,Won Institute of Graduate Studies,Alternative and Complementary Medicine and Medical Systems.,,
442356.0,Pennsylvania College of Health Sciences,Health and Medical Administrative Services.,,
442356.0,Pennsylvania College of Health Sciences,Public Health.,,
442356.0,Pennsylvania College of Health Sciences,Bioethics/Medical Ethics.,,
442356.0,Pennsylvania College of Health Sciences,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",,
442356.0,Pennsylvania College of Health Sciences,"Health Professions and Related Clinical Sciences, Other.",,
442392.0,Antioch University-PhD Program in Leadership and Change,"Business Administration, Management and Operations.",,56876.0
443049.0,Faith International University,Religious Education.,,
443049.0,Faith International University,Theological and Ministerial Studies.,,53506.0
443049.0,Faith International University,Pastoral Counseling and Specialized Ministries.,,
443049.0,Faith International University,Mental and Social Health Services and Allied Professions.,,
443049.0,Faith International University,Human Resources Management and Services.,,
443058.0,Family of Faith Christian University,Theological and Ministerial Studies.,,
443058.0,Family of Faith Christian University,Pastoral Counseling and Specialized Ministries.,,
443076.0,Hood Theological Seminary,Theological and Ministerial Studies.,,45261.0
443128.0,International Technological University,"Radio, Television, and Digital Communication.",,
443128.0,International Technological University,Computer Science.,,
443128.0,International Technological University,Computer Engineering.,,
443128.0,International Technological University,"Electrical, Electronics and Communications Engineering.",,
443128.0,International Technological University,Engineering-Related Fields.,,
443128.0,International Technological University,"Business Administration, Management and Operations.",,
443340.0,Williamson Christian College,"Business Administration, Management and Operations.",,
443562.0,Dewey University-Hato Rey,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",,47904.0
443702.0,"Bexley Hall Seabury Western Theological Seminary Federation, Inc.",Theological and Ministerial Studies.,,
444103.0,Byzantine Catholic Seminary of Saints Cyril and Methodius,Theological and Ministerial Studies.,,
444130.0,Northcentral University,"Computer and Information Sciences, General.",,
444130.0,Northcentral University,Data Processing.,,
444130.0,Northcentral University,Computer Science.,,
444130.0,Northcentral University,Computer/Information Technology Administration and Management.,,
444130.0,Northcentral University,"Education, General.",,44018.0
444130.0,Northcentral University,Curriculum and Instruction.,,
444130.0,Northcentral University,Educational Administration and Supervision.,,
444130.0,Northcentral University,"Teacher Education and Professional Development, Specific Levels and Methods.",,
444130.0,Northcentral University,Legal Research and Advanced Professional Studies.,,
444130.0,Northcentral University,"Psychology, General.",,43592.0
444130.0,Northcentral University,Research and Experimental Psychology.,,
444130.0,Northcentral University,"Clinical, Counseling and Applied Psychology.",,
444130.0,Northcentral University,Public Administration.,,
444130.0,Northcentral University,Social Work.,,
444130.0,Northcentral University,Health and Medical Administrative Services.,,
444130.0,Northcentral University,Mental and Social Health Services and Allied Professions.,,41105.0
444130.0,Northcentral University,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",,
444130.0,Northcentral University,"Business Administration, Management and Operations.",,48562.0
444130.0,Northcentral University,Accounting and Related Services.,,
444130.0,Northcentral University,Human Resources Management and Services.,,
444778.0,Charlotte Christian College and Theological Seminary,Bible/Biblical Studies.,,
444778.0,Charlotte Christian College and Theological Seminary,Pastoral Counseling and Specialized Ministries.,,
445267.0,Central Methodist University-College of Graduate and Extended Studies,"Education, General.",,36359.0
445267.0,Central Methodist University-College of Graduate and Extended Studies,"Teacher Education and Professional Development, Specific Subject Areas.",,
445267.0,Central Methodist University-College of Graduate and Extended Studies,Mathematics.,,
445267.0,Central Methodist University-College of Graduate and Extended Studies,"Clinical, Counseling and Applied Psychology.",,33316.0
445267.0,Central Methodist University-College of Graduate and Extended Studies,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",,76010.0
445735.0,Roseman University of Health Sciences,"Business Administration, Management and Operations.",,
445869.0,Divine Mercy University,"Psychology, General.",,
445869.0,Divine Mercy University,"Clinical, Counseling and Applied Psychology.",,
445869.0,Divine Mercy University,Mental and Social Health Services and Allied Professions.,,
446048.0,Ave Maria University,Religion/Religious Studies.,,
446048.0,Ave Maria University,Theological and Ministerial Studies.,,
446233.0,Ecclesia College,Religion/Religious Studies.,,
446233.0,Ecclesia College,Theological and Ministerial Studies.,,
446394.0,Maple Springs Baptist Bible College and Seminary,Bible/Biblical Studies.,,
446394.0,Maple Springs Baptist Bible College and Seminary,Theological and Ministerial Studies.,,
446394.0,Maple Springs Baptist Bible College and Seminary,Pastoral Counseling and Specialized Ministries.,,
446640.0,Harrisburg University of Science and Technology,"Computer and Information Sciences, General.",,
446640.0,Harrisburg University of Science and Technology,Computer Science.,,
446640.0,Harrisburg University of Science and Technology,Educational/Instructional Media Design.,,
446640.0,Harrisburg University of Science and Technology,Computer Engineering Technologies/Technicians.,,
446640.0,Harrisburg University of Science and Technology,Applied Mathematics.,,
446640.0,Harrisburg University of Science and Technology,Computational Science.,,
446640.0,Harrisburg University of Science and Technology,"Business Administration, Management and Operations.",,
446640.0,Harrisburg University of Science and Technology,Management Sciences and Quantitative Methods.,,
447953.0,SUM Bible College and Theological Seminary,Bible/Biblical Studies.,,
447953.0,SUM Bible College and Theological Seminary,Theological and Ministerial Studies.,,
448691.0,International Institute for Restorative Practices,"Education, Other.",,
448691.0,International Institute for Restorative Practices,Social Work.,,
448691.0,International Institute for Restorative Practices,"Social Sciences, Other.",,
449135.0,Dewey University-Juana Díaz,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",,47904.0
449348.0,Huntsville Bible College,Theological and Ministerial Studies.,,
449481.0,Dragon Rises College of Oriental Medicine,Alternative and Complementary Medicine and Medical Systems.,,
449764.0,Visible Music College,"Business Administration, Management and Operations.",,
449834.0,Virginia Beach Theological Seminary,Bible/Biblical Studies.,,
449834.0,Virginia Beach Theological Seminary,Theological and Ministerial Studies.,,
449870.0,University of the West,Information Science/Studies.,,
449870.0,University of the West,Applied Mathematics.,,
449870.0,University of the West,Religion/Religious Studies.,,
449870.0,University of the West,Theological and Ministerial Studies.,,
449870.0,University of the West,"Psychology, General.",,
449870.0,University of the West,Mental and Social Health Services and Allied Professions.,,
449870.0,University of the West,"Business Administration, Management and Operations.",,
449870.0,University of the West,Management Sciences and Quantitative Methods.,,
449931.0,Averett University-Non-Traditional Programs,Curriculum and Instruction.,,46070.0
449931.0,Averett University-Non-Traditional Programs,Educational Administration and Supervision.,,58861.0
449931.0,Averett University-Non-Traditional Programs,Special Education and Teaching.,,46066.0
449931.0,Averett University-Non-Traditional Programs,"Teacher Education and Professional Development, Specific Subject Areas.",,
449931.0,Averett University-Non-Traditional Programs,Criminal Justice and Corrections.,,
449931.0,Averett University-Non-Traditional Programs,"Business Administration, Management and Operations.",,62634.0
449931.0,Averett University-Non-Traditional Programs,Accounting and Related Services.,,
449931.0,Averett University-Non-Traditional Programs,Human Resources Management and Services.,,48112.0
449931.0,Averett University-Non-Traditional Programs,Management Sciences and Quantitative Methods.,,
449931.0,Averett University-Non-Traditional Programs,Marketing.,,
450304.0,Brite Divinity School,Religion/Religious Studies.,,
450304.0,Brite Divinity School,Theological and Ministerial Studies.,,49359.0
451079.0,Academy for Five Element Acupuncture,Alternative and Complementary Medicine and Medical Systems.,,19345.0
454582.0,Ottawa University-Online,Curriculum and Instruction.,,
454582.0,Ottawa University-Online,Educational Administration and Supervision.,,
454582.0,Ottawa University-Online,Educational/Instructional Media Design.,,
454582.0,Ottawa University-Online,"Clinical, Counseling and Applied Psychology.",,50439.0
454582.0,Ottawa University-Online,Mental and Social Health Services and Allied Professions.,,
454582.0,Ottawa University-Online,"Business Administration, Management and Operations.",,76940.0
454582.0,Ottawa University-Online,Human Resources Management and Services.,,
454838.0,Institute of Taoist Education and Acupuncture,Alternative and Complementary Medicine and Medical Systems.,,
455099.0,Urshan Graduate School of Theology,Theological and Ministerial Studies.,,
455099.0,Urshan Graduate School of Theology,Pastoral Counseling and Specialized Ministries.,,
455433.0,The Chicago School of Professional Psychology at Anaheim,"Psychology, General.",,47253.0
455433.0,The Chicago School of Professional Psychology at Anaheim,"Clinical, Counseling and Applied Psychology.",,51294.0
455433.0,The Chicago School of Professional Psychology at Anaheim,Mental and Social Health Services and Allied Professions.,,45806.0
455664.0,The Chicago School of Professional Psychology at Los Angeles,"Psychology, General.",,47253.0
455664.0,The Chicago School of Professional Psychology at Los Angeles,"Clinical, Counseling and Applied Psychology.",,51294.0
455664.0,The Chicago School of Professional Psychology at Los Angeles,"Psychology, Other.",,
455664.0,The Chicago School of Professional Psychology at Los Angeles,Economics.,,
455664.0,The Chicago School of Professional Psychology at Los Angeles,Mental and Social Health Services and Allied Professions.,,45806.0
455664.0,The Chicago School of Professional Psychology at Los Angeles,Public Health.,,53414.0
455664.0,The Chicago School of Professional Psychology at Los Angeles,"Business Administration, Management and Operations.",,
455804.0,Institute of World Politics,International Relations and National Security Studies.,,59451.0
455813.0,Pontifical John Paul II Institute for Studies on Marriage and Family,Theological and Ministerial Studies.,,
455813.0,Pontifical John Paul II Institute for Studies on Marriage and Family,"Theology and Religious Vocations, Other.",,
455992.0,Vermont College of Fine Arts,"Teacher Education and Professional Development, Specific Subject Areas.",,
455992.0,Vermont College of Fine Arts,Rhetoric and Composition/Writing Studies.,,
455992.0,Vermont College of Fine Arts,Design and Applied Arts.,,
455992.0,Vermont College of Fine Arts,Film/Video and Photographic Arts.,,
455992.0,Vermont College of Fine Arts,Fine and Studio Arts.,,
455992.0,Vermont College of Fine Arts,Music.,,
456481.0,Polytechnic University of Puerto Rico-Miami,"Engineering, Other.",,
456481.0,Polytechnic University of Puerto Rico-Miami,"Business Administration, Management and Operations.",,
456490.0,Polytechnic University of Puerto Rico-Orlando,Engineering-Related Fields.,,
456490.0,Polytechnic University of Puerto Rico-Orlando,"Business Administration, Management and Operations.",,
456542.0,Geisinger Commonwealth School of Medicine,"Biology, General.",,15663.0
457271.0,Academy for Jewish Religion-California,Religion/Religious Studies.,,
457271.0,Academy for Jewish Religion-California,Religious/Sacred Music.,,
457271.0,Academy for Jewish Religion-California,Theological and Ministerial Studies.,,
457271.0,Academy for Jewish Religion-California,Pastoral Counseling and Specialized Ministries.,,
457402.0,University of Fort Lauderdale,Theological and Ministerial Studies.,,
457402.0,University of Fort Lauderdale,Pastoral Counseling and Specialized Ministries.,,
457402.0,University of Fort Lauderdale,"Business Administration, Management and Operations.",,
457484.0,Pacific Rim Christian University,Religion/Religious Studies.,,
457484.0,Pacific Rim Christian University,Theological and Ministerial Studies.,,
457697.0,City Vision University,"Science, Technology and Society.",,
457697.0,City Vision University,"Business Administration, Management and Operations.",,
459727.0,Touro University Worldwide,Dispute Resolution.,,
459727.0,Touro University Worldwide,"Psychology, General.",,
459727.0,Touro University Worldwide,"Clinical, Counseling and Applied Psychology.",,54190.0
459727.0,Touro University Worldwide,"Psychology, Other.",,
459727.0,Touro University Worldwide,Public Administration.,,
459727.0,Touro University Worldwide,"Health Services/Allied Health/Health Sciences, General.",,43998.0
459727.0,Touro University Worldwide,Mental and Social Health Services and Allied Professions.,,43937.0
459727.0,Touro University Worldwide,"Business Administration, Management and Operations.",,59493.0
459727.0,Touro University Worldwide,Accounting and Related Services.,,
459727.0,Touro University Worldwide,Human Resources Management and Services.,,
459736.0,Touro University California,"Education, General.",,
459736.0,Touro University California,Curriculum and Instruction.,,
459736.0,Touro University California,Educational Administration and Supervision.,,
459736.0,Touro University California,Educational/Instructional Media Design.,,
459736.0,Touro University California,Special Education and Teaching.,,
459736.0,Touro University California,"Teacher Education and Professional Development, Specific Levels and Methods.",,
459736.0,Touro University California,"Teacher Education and Professional Development, Specific Subject Areas.",,
459736.0,Touro University California,Outdoor Education.,,
459736.0,Touro University California,"Health Services/Allied Health/Health Sciences, General.",,15803.0
459736.0,Touro University California,"Allied Health Diagnostic, Intervention, and Treatment Professions.",,115034.0
459736.0,Touro University California,"Pharmacy, Pharmaceutical Sciences, and Administration.",,
459736.0,Touro University California,Public Health.,,96104.0
459736.0,Touro University California,Rehabilitation and Therapeutic Professions.,,77206.0
459736.0,Touro University California,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",,149891.0
459745.0,The Chicago School of Professional Psychology at Washington DC,"Clinical, Counseling and Applied Psychology.",,51294.0
459824.0,Touro University Nevada,"Education, General.",,
459824.0,Touro University Nevada,Outdoor Education.,,
459824.0,Touro University Nevada,"Health Services/Allied Health/Health Sciences, General.",,15803.0
459824.0,Touro University Nevada,"Allied Health Diagnostic, Intervention, and Treatment Professions.",,115034.0
459824.0,Touro University Nevada,Rehabilitation and Therapeutic Professions.,,77206.0
459824.0,Touro University Nevada,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",,149891.0
459842.0,Herzing University-Kenosha,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",,94228.0
459842.0,Herzing University-Kenosha,"Business Administration, Management and Operations.",,51303.0
459851.0,Herzing University-Brookfield,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",,94228.0
459851.0,Herzing University-Brookfield,"Business Administration, Management and Operations.",,51303.0
460349.0,Johnson & Wales University-Online,Computer/Information Technology Administration and Management.,,
460349.0,Johnson & Wales University-Online,Health and Physical Education/Fitness.,,
460349.0,Johnson & Wales University-Online,Criminal Justice and Corrections.,,
460349.0,Johnson & Wales University-Online,"Business Administration, Management and Operations.",,50690.0
460349.0,Johnson & Wales University-Online,Finance and Financial Management Services.,,
460349.0,Johnson & Wales University-Online,Hospitality Administration/Management.,,
460349.0,Johnson & Wales University-Online,Human Resources Management and Services.,,52480.0
460376.0,Fairfax University of America,"Computer and Information Sciences, General.",,
460376.0,Fairfax University of America,Computer Science.,,
460376.0,Fairfax University of America,Teaching English or French as a Second or Foreign Language.,,
460376.0,Fairfax University of America,Computer Engineering.,,
460376.0,Fairfax University of America,"Linguistic, Comparative, and Related Language Studies and Services.",,
460376.0,Fairfax University of America,Public Administration.,,
460376.0,Fairfax University of America,International Relations and National Security Studies.,,
460376.0,Fairfax University of America,"Business Administration, Management and Operations.",,
460376.0,Fairfax University of America,Accounting and Related Services.,,
461032.0,Carolina College of Biblical Studies,Theological and Ministerial Studies.,,
461120.0,Omega Graduate School,"Human Development, Family Studies, and Related Services.",,
461120.0,Omega Graduate School,"Business Administration, Management and Operations.",,
461139.0,Jung Tao School of Classical Chinese Medicine,Alternative and Complementary Medicine and Medical Systems.,,
461485.0,Shepherds Theological Seminary,Bible/Biblical Studies.,,
461485.0,Shepherds Theological Seminary,Theological and Ministerial Studies.,,
461528.0,Manna University,Religion/Religious Studies.,,
461528.0,Manna University,Theological and Ministerial Studies.,,
461643.0,Bergin University of Canine Studies,Agricultural and Domestic Animal Services.,,
461643.0,Bergin University of Canine Studies,Zoology/Animal Biology.,,
461795.0,North American University,Computer Science.,,
461795.0,North American University,Curriculum and Instruction.,,
461795.0,North American University,Educational Administration and Supervision.,,
461795.0,North American University,Student Counseling and Personnel Services.,,
461795.0,North American University,"Business Administration, Management and Operations.",,
462044.0,Institute for Doctoral Studies in the Visual Arts,"Liberal Arts and Sciences, General Studies and Humanities.",,
462354.0,John Paul the Great Catholic University,Theological and Ministerial Studies.,,
462354.0,John Paul the Great Catholic University,Film/Video and Photographic Arts.,,
464226.0,Ottawa University-Surprise,Educational Administration and Supervision.,,
464226.0,Ottawa University-Surprise,Student Counseling and Personnel Services.,,48586.0
464226.0,Ottawa University-Surprise,"Business Administration, Management and Operations.",,76940.0
465812.0,Independence University,"Computer and Information Sciences, General.",,59762.0
465812.0,Independence University,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",,
465812.0,Independence University,"Business Administration, Management and Operations.",,50191.0
474863.0,Los Angeles Pacific University,"Clinical, Counseling and Applied Psychology.",,
474863.0,Los Angeles Pacific University,Public Health.,,
474863.0,Los Angeles Pacific University,"Business Administration, Management and Operations.",,
475033.0,Relay Graduate School of Education,Educational Administration and Supervision.,,78187.0
475033.0,Relay Graduate School of Education,"Teacher Education and Professional Development, Specific Levels and Methods.",,65046.0
475273.0,"Springfield College-Regional, Online, and Continuing Education","Clinical, Counseling and Applied Psychology.",,
475273.0,"Springfield College-Regional, Online, and Continuing Education",Mental and Social Health Services and Allied Professions.,,
475273.0,"Springfield College-Regional, Online, and Continuing Education","Business Administration, Management and Operations.",,43204.0
475398.0,Catholic Distance University,Theological and Ministerial Studies.,,
475608.0,Criswell College,Religion/Religious Studies.,,
475608.0,Criswell College,Theological and Ministerial Studies.,,
475608.0,Criswell College,Mental and Social Health Services and Allied Professions.,,
480198.0,Warner Pacific University Professional and Graduate Studies,"Teacher Education and Professional Development, Specific Levels and Methods.",,41604.0
480198.0,Warner Pacific University Professional and Graduate Studies,"Human Services, General.",,
480198.0,Warner Pacific University Professional and Graduate Studies,"Business Administration, Management and Operations.",,55884.0
480499.0,Shiloh University,Theological and Ministerial Studies.,,
480569.0,Florida Institute of Technology-Online,Computer/Information Technology Administration and Management.,,
480569.0,Florida Institute of Technology-Online,Health and Medical Administrative Services.,,47735.0
480569.0,Florida Institute of Technology-Online,"Business Administration, Management and Operations.",,71306.0
480569.0,Florida Institute of Technology-Online,Accounting and Related Services.,,64257.0
480569.0,Florida Institute of Technology-Online,Finance and Financial Management Services.,,
480569.0,Florida Institute of Technology-Online,International Business.,,
480569.0,Florida Institute of Technology-Online,Management Information Systems and Services.,,76992.0
480569.0,Florida Institute of Technology-Online,Marketing.,,56868.0
480985.0,Midwives College of Utah,Alternative and Complementary Medical Support Services.,,
481030.0,Future Generations University,Community Organization and Advocacy.,,
481058.0,Grace Mission University,Theological and Ministerial Studies.,,
481401.0,Grace School of Theology,Bible/Biblical Studies.,,
481401.0,Grace School of Theology,Theological and Ministerial Studies.,,
481401.0,Grace School of Theology,Pastoral Counseling and Specialized Ministries.,,
482228.0,Veritas Baptist College,Bible/Biblical Studies.,,
482228.0,Veritas Baptist College,Religious Education.,,
482705.0,Northeastern University Professional Programs,Communication and Media Studies.,,63842.0
482705.0,Northeastern University Professional Programs,"Radio, Television, and Digital Communication.",,
482705.0,Northeastern University Professional Programs,"Computer and Information Sciences, General.",,98777.0
482705.0,Northeastern University Professional Programs,Information Science/Studies.,,
482705.0,Northeastern University Professional Programs,Computer Software and Media Applications.,,
482705.0,Northeastern University Professional Programs,Computer/Information Technology Administration and Management.,,
482705.0,Northeastern University Professional Programs,"Education, General.",,59064.0
482705.0,Northeastern University Professional Programs,"Teacher Education and Professional Development, Specific Levels and Methods.",,49791.0
482705.0,Northeastern University Professional Programs,"Engineering, General.",,
482705.0,Northeastern University Professional Programs,Computer Engineering.,,
482705.0,Northeastern University Professional Programs,"Foods, Nutrition, and Related Services.",,
482705.0,Northeastern University Professional Programs,"Legal Professions and Studies, Other.",,
482705.0,Northeastern University Professional Programs,Rhetoric and Composition/Writing Studies.,,
482705.0,Northeastern University Professional Programs,"Biomathematics, Bioinformatics, and Computational Biology.",,63942.0
482705.0,Northeastern University Professional Programs,Biotechnology.,,79825.0
482705.0,Northeastern University Professional Programs,Nutrition Sciences.,,47803.0
482705.0,Northeastern University Professional Programs,International/Global Studies.,,53297.0
482705.0,Northeastern University Professional Programs,Health and Physical Education/Fitness.,,48500.0
482705.0,Northeastern University Professional Programs,"Clinical, Counseling and Applied Psychology.",,51959.0
482705.0,Northeastern University Professional Programs,Criminal Justice and Corrections.,,63827.0
482705.0,Northeastern University Professional Programs,Homeland Security.,,58941.0
482705.0,Northeastern University Professional Programs,"Human Services, General.",,
482705.0,Northeastern University Professional Programs,Public Administration.,,55914.0
482705.0,Northeastern University Professional Programs,International Relations and National Security Studies.,,
482705.0,Northeastern University Professional Programs,Communication Disorders Sciences and Services.,,59233.0
482705.0,Northeastern University Professional Programs,"Allied Health Diagnostic, Intervention, and Treatment Professions.",,77383.0
482705.0,Northeastern University Professional Programs,"Pharmacy, Pharmaceutical Sciences, and Administration.",,93339.0
482705.0,Northeastern University Professional Programs,Public Health.,,56788.0
482705.0,Northeastern University Professional Programs,Medical Illustration and Informatics.,,80886.0
482705.0,Northeastern University Professional Programs,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",,113631.0
482705.0,Northeastern University Professional Programs,"Business/Commerce, General.",,105065.0
482705.0,Northeastern University Professional Programs,"Business Administration, Management and Operations.",,60451.0
482705.0,Northeastern University Professional Programs,Finance and Financial Management Services.,,100801.0
482705.0,Northeastern University Professional Programs,International Business.,,
482705.0,Northeastern University Professional Programs,Management Sciences and Quantitative Methods.,,75179.0
482705.0,Northeastern University Professional Programs,Taxation.,,103863.0
483595.0,Ana G. Mendez University,Agricultural Business and Management.,,
